data
;Price;Manufacturer;String Type;Number of Strings;Body Shape;Left-/Right-handed;Color;Finish;Top Wood;Back & Sides Wood;Body Bracing;Neck Wood;Neck Shape;Fingerboard Material;Number of Frets;Scale Length;Tuning Machines;Bridge Material;Nut/Saddle Material;Nut Width;Strings;Case Included;Body Depth;Body Style;Binding;Radius;Fingerboard Inlay;Overall Length;Body Length;Body Width;Electronics;Size;Top Material;Back & Sides Material;Neck Material;Tuners;Nut Material;Body Type;Body Material;Body Finish;Bridge/Tailpiece;Controls;Case/Gig Bag;Binding Material;Saddle Material;Upper Bout Width;Lower Bout Width;Waist Width;Accessories;Neck Joint;Middle Pickup;Bridge Pickup;Switching
290;329.99;Traveler Guitar;Steel;6;Ultra-Light Acoustic;Right-handed;Natural;Satin;Eastern American Hard Maple;Eastern American Hard Maple;;Eastern American Hard Maple;;Black Walnut;22, Medium;"24.75""";Chrome Closed-gear, 14:1 gear ratio;;Phenolic Resin saddle;"1.75""";D'Addario EJ15;Gig Bag;"2""";;;"15.75""";Dots;"28""";;"5.25""";Passive Piezo bridge pickup;;;;;;;;;;;;;;;;;;;;;;
291;329.99;Ibanez;Steel;6;Dreadnought;Right-handed;Natural;Open Pore;Solid Okoume;Okoume;X Bracing;Nyatoh;;Ovangkol;20;"25.62""";Chrome Die-Cast Tuners;Ovangkol;Plastic/Plastic;"1.692""";D'Addario XTAPB1253 Phosphor Bronze, .012-.053;;"5""";;Black;"15.7""";White Dot;;"20""";"15.75""";Ibanez T-bar undersaddle with AEQ-TP2 Preamp;;;;;;;;;;;;;;;;;;;;;;
292;329.99;Takamine;Steel;6;NEX;Right-handed;Natural;Satin;Solid Cedar;Mahogany;Quartersawn X-bracing;Mahogany;;Rosewood;20;"25.3""";Chrome Die-Cast;Rosewood;Synthetic Bone;"1.6875""";D'Addario, .012-.053;;;No Cutaway;;"12""";Pearloid Dots;;;;;;;;;;;;;;;;;;;;;;;;;;
293;329.99;Traveler Guitar;Steel;6;Ultra-Light Acoustic;Right-handed;Natural;Satin;Eastern American Hard Maple;Eastern American Hard Maple;;Eastern American Hard Maple;;Black Walnut;22, Medium;"24.75""";Chrome Closed-gear, 14:1 gear ratio;;Phenolic Resin Saddle;"1.75""";D'Addario EJ15;Gig Bag;"2""";;;"15.75""";Dots;"28""";;"5.25""";Passive Piezo bridge pickup;;;;;;;;;;;;;;;;;;;;;;
294;329.99;Ibanez;Steel;6;Dreadnought Junior;Right-handed;Natural;Satin Polyurethane;Solid Mahogany;Mahogany;X-bracing;Mahogany;AE;Ovangkol;20;"23.9""";Chrome Open Gear, Butterbean knobs (18:1);Ovangkol;Plastic/Plastic;"1.692""";D'Addario EXP16, .012-.053;Padded Gig Bag;"4.33""";;;"15.7""";White Dot;"37""";"18.11""";"13.93""";;;;;;;;;;;;;;;;;;;;;;;
295;329.99;Ibanez;Steel;6;AEWC;Right-handed;Dark Gold;High Gloss Polyurethane;Spruce;Sapele;;Nyatoh;Comfort Grip;Walnut;20;"24.9""";Chrome Die-cast Tuners with Black buttons;Walnut;Plastic/Plastic;"1.692""";Ibanez, .012-.053;;;;;"15.7""";Off-set White Dots;;;;Ibanez AEQ-2T preamp with tuner;;;;;;;;;;;;;;;;;;;;;;
296;329.99;Ibanez;Steel;6;Grand Concert;Left-handed;Natural;Open Pore;Solid Okoume;Okoume;;Nyatoh;AC;Ovangkol;20;"25""";Chrome Die-cast;Thermo-aged Ovangkol;Bone/Compensated Bone;"1.771""";D'Addario, .012-.053;;;;;"15.75""";White Dots;;;;;;;;;;;;;;;;;;;;;;;;;;
297;329.99;Traveler Guitar;Steel;6;Ultra-Light Acoustic;Right-handed;Vintage Red;Satin;Eastern American Hard Maple;Eastern American Hard Maple;;Eastern American Hard Maple;;Black Walnut;22, Medium;"24.75""";Chrome Closed-gear, 14:1 gear ratio;;Phenolic Resin saddle;"1.75""";D'Addario EJ15;Gig Bag;"2""";;;"15.75""";Dots;"28""";;"5.25""";Passive Piezo bridge pickup;;;;;;;;;;;;;;;;;;;;;;
298;339.00;Ovation;Steel;6;Applause AE44-4S;Right-handed;Natural;Satin;Layered Spruce;Composite Fiberglass;Ovation X-bracing;Mahogany;Soft V;Ovangkol;20, Medium Nickel Silver;"25.3""";Closed Gear;;PPS/Composite;"1.692""";Adamas, .012-.053;;;;;"10""";ABS Dots;;;;CE304T Preamp;;;;;;;;;;;;;;;;;;;;;;
299;339.99;Yamaha;Steel;6;Dreadnought;Right-handed;Natural;Gloss;Solid Spruce;Nato/Okoume;Scalloped;Nato;Thin;Walnut;20;"25.5""";Die-cast Chrome;Walnut;Urea;"1.675""";D'Addario, .012-.053;;;Single Cutaway;Cream;"15.75""";Dots;;;;Yamaha System-66;;;;;;;;;;;;;;;;;;;;;;
300;339.99;Yamaha;Steel;6;Dreadnought;Right-handed;Natural;Gloss;Solid spruce;Rosewood;Scalloped;Nato;;Rosewood;20;"25.5""";Chrome Die-cast;Rosewood;Urea/Urea;"1.6875""";.012-.053;;;No Cutaway;Cream;"15.7""";Dot;;;;;;;;;;;;;;;;;;;;;;;;;;
301;339.99;Yamaha;Steel;6;Concert;Right-handed;Natural;Gloss;Spruce;Nato/Okoume;Scalloped;Nato;Standard;Walnut;20;"25""";Die-cast Chrome;Walnut;Urea;"1.675""";D'Addario, .012-.053;;;Single Cutaway;Cream;"15.75""";Dots;;;;Yamaha System-66;;;;;;;;;;;;;;;;;;;;;;
302;339.99;Yamaha;Steel;6;Dreadnought;Right-handed;Tobacco Brown Sunburst;Gloss;Solid Spruce;Rosewood;X-bracing;Nato;Standard;Rosewood;20;"25.56""";Die-cast;Rosewood;Urea/Urea;"1.6875""";D'Addario, .012-.053;;;;Cream;"15.75""";Dots;;;;;;;;;;;;;;;;;;;;;;;;;;
303;339.99;Yamaha;Steel;6;Concert;Right-handed;Natural;Gloss;Solid Spruce;Rosewood;X-bracing;Nato;Standard;Rosewood;20;"25""";Chrome Die-cast;Rosewood;Urea/Urea;"1.6875""";D'Addario, .012-.053;;;;Cream;"15.75""";Dots;;;;;;;;;;;;;;;;;;;;;;;;;;
304;339.99;Yamaha;Steel;6;Dreadnought;Right-handed;Autumn Burst;Gloss;Solid Spruce;Rosewood;X-bracing;Nato;Standard;Rosewood;20;"25.56""";Die-cast;Rosewood;Urea/Urea;"1.6875""";D'Addario, .012-.053;;;;Cream;"15.75""";Dots;;;;;;;;;;;;;;;;;;;;;;;;;;
305;339.99;Yamaha;Steel;6;Concert;Right-handed;Ruby Red;Gloss;Solid Spruce;Nato/Okume;Scalloped;Nato;Standard;Walnut;20;"25""";Die-cast Chrome;Walnut;Urea/Urea;"1.6875""";D'Addario, .012-.053;;;Single Cutaway;Cream;"15.75""";Dots;;;;Yamaha System-66;;;;;;;;;;;;;;;;;;;;;;
306;349.00;Martin;Steel;6;Modified 0-14 Fret;Right-handed;Natural;Satin;Koa Wood Pattern HPL Textured Finish;Koa Wood Pattern HPL Textured Finish;Modified X Series X, Crowned Cross Brace;Natural Stratabond;Modified Low Oval;Richlite;20 (total), 14 (clear);"23""";Chrome with Small Buttons;Solid Morado or Solid East Indian Rosewood;"White Corian/16"" Radius Compensated White TUSQ";"1.6875""";Lifespan 2.0 92/8 Phosphor Bronze, .013-.056;Gig Bag;"3""";No Cutaway;;"16""";;"34""";"15""";"12""";;;;;;;;;;;;;;;;;;;;;;;
307;349.00;Martin;Steel;6;Modified 0-14 Fret;Right-handed;Black;;Jett Black High-pressure Laminate;Jett Black High-pressure Laminate;Modified X Series X, Crowned Cross Brace;Natural Stratabond;Modified Low Oval;Black Micarta or Black Richlite;20 (total), 14 (clear);"23""";Chrome with Small Buttons;Black Micarta or Black Richlite;"Black Corian/16"" Radius Compensated Black TUSQ";"1.6875""";Lifespan 2.0 92/8 Phosphor Bronze, .013-.056;Gig Bag;"3""";No Cutaway;;;;"34""";"15""";"12""";;;;;;;;;;;;;;;;;;;;;;;
308;349.00;Washburn;Steel;6;Concert;Right-handed;Charcoal Burst;Gloss;Select Spruce;Figured Walnut;Quartersawn Scalloped;Okoume;Modern C;Ebony;20;"25.5""";Die-cast Black;Ebony;Bone/Bone;;D'Addario;;;;;"12""";Wood Vine;;;;Barcus Berry LX4;;;;;;;;;;;;;;;;;;;;;;
309;349.00;Washburn;Steel;6;Mini Jumbo;Right-handed;Ice Tea Burst;Gloss;Flamed Maple;Catalpa;Quartersawn Scalloped Sitka Spruce;Mahogany;;Engineered Wood;20;"25.5""";Chrome tuners;Engineered Wood;NuBone;"1.6875""";D'Addario Light, .012-.053;;;Single Cutaway;;;Dots;;;;EQ4-T pickup system;;;;;;;;;;;;;;;;;;;;;;
310;349.00;Luna;Steel;6;Travel;Right-handed;Natural;Satin;Solid Koa;Laminated Koa;;Mahogany;C;Pau Ferro;19;"22.5""";Open Gear;Pau Ferro;Bone/Bone;"1.6875""";D'Addario, .012-.053;;;;Single-ply Black;"15""";Pearloid Moon Phases;;;;Fishman Sonitone;;;;;;;;;;;;;;;;;;;;;;
311;349.00;Ovation;Steel;6;Applause AE44-5S;Right-handed;Black;Satin;Layered Spruce;Composite Fiberglass;Ovation X-bracing;Mahogany;Soft V;Ovangkol;20, Medium Nickel Silver;"25.3""";Closed Gear;;PPS/Composite;"1.692""";Adamas, .012-.053;;;;;"10""";ABS Dots;;;;CE304T Preamp;;;;;;;;;;;;;;;;;;;;;;
312;349.00;Ovation;Steel;6;Applause AE48;Right-handed;Vintage Varnish;Satin;Layered Spruce;Composite Fiberglass;Ovation X-bracing;Mahogany;Soft V;Ovangkol;20, Medium Nickel Silver;"25.3""";Closed Gear;;PPS/Composite;"1.692""";Adamas, .012-.053;;;;;"10""";ABS Dots;;;;CE304T Preamp;;;;;;;;;;;;;;;;;;;;;;
313;349.00;Ovation;Steel;6;Applause AE48;Right-handed;Honeyburst;Satin;Layered Spruce;Composite Fiberglass;Ovation X-bracing;Mahogany;Soft V;Ovangkol;20, Medium Nickel Silver;"25.3""";Closed Gear;;PPS/Composite;"1.692""";Adamas, .012-.053;;;;;"10""";ABS Dots;;;;CE304T Preamp;;;;;;;;;;;;;;;;;;;;;;
314;349.00;Washburn;Steel;6;Grand Auditorium;Right-handed;Natural;Satin;Stripe Ebony;Okoume;;Mahogany;;Engineered Wood;20;"25.5""";Die-cast;Engineered Wood;ABS;;;;;;ABS;;Dots;;;;Barcus Berry LX4 with Tuner;;;;;;;;;;;;;;;;;;;;;;
315;349.00;Luna;Nylon;6;Concert;Right-handed;Natural;Satin;Select Spruce;Mahogany;;Mahogany;C;Pau Ferro;21;"25.5""";Open Gear with Pearloid buttons;Pau Ferro;GraphTech;"1.875""";D'Addario Normal Tension;;;;Wood;Flat;Pearloid Music Notations;;;;Fishman Presys II USB;;;;;;;;;;;;;;;;;;;;;;
316;349.00;Luna;Steel;6;Parlor;Right-handed;Natural;Satin;Select Spruce;Mahogany;;Mahogany;C;Pau Ferro;21;"25.5""";Sealed Die-cast;Pau Ferro;NuBone/NuBone;"1.6875""";D'Addario, .012-.053;;;;Wood;"15""";Pearloid Music Notation;;;;Fishman Presys II with USB output;;;;;;;;;;;;;;;;;;;;;;
317;349.99;Ibanez;Nylon;6;Classical Thinline;Right-handed;Natural;Gloss Polyurethane;Solid Spruce;Sapele;;Okoume;GA;Purpleheart;21;"25.5""";Gold Classical;Walnut;Plastic/Plastic;"1.811""";Ibanez, .028-.043;;;;;;;;;;Ibanez AEQ210T;;;;;;;;;;;;;;;;;;;;;;
318;349.99;Ibanez;Steel;6;Grand Dreadnought;Right-handed;Natural;Open Pore Satin Polyurethane;Sitka Spruce;Okoume;;Thermo Aged Nyatoh;Low Oval;Ovangkol;20;"25.6""";Chrome Die-cast;Ovangkol;Plastic/Plastic;"1.692""";D'Addario, .012-.053;;;;Black;"15.75""";White Dots;;;;;;;;;;;;;;;;;;;;;;;;;;
319;349.99;Ibanez;Steel;6;Dreadnought;Left-handed;Natural;Open Pore;Solid Okoume;Okoume;X Bracing;Nyatoh;AW;Ovangkol;20;"25.62""";Chrome Die-Cast Tuners;Ovangkol;Plastic/Plastic;"1.692""";D'Addario XTAPB1253 Phosphor Bronze, .012-.053;;"5""";;Black;"15.7""";White Dot;;"20""";"15.75""";Ibanez T-bar undersaddle with AEQ-TP2 Preamp;;;;;;;;;;;;;;;;;;;;;;
320;359.99;Takamine;Nylon;6;Classical;Right-handed;Natural;Gloss;Spruce;Mahogany;Classical Fan;Mahogany;;Laurel;19;"25.6""";Chrome Classical with White Pearl Buttons;Laurel with Compensated Saddle;Synthetic Bone;"2""";Nylon;;;Single Cutaway;;;;;;;Takamine TP-4T preamp with built-in tuner;;;;;;;;;;;;;;;;;;;;;;
321;359.99;Takamine;Nylon;6;Classical;Right-handed;Natural;Gloss;Solid Spruce;Black Walnut;Classical Fan;Mahogany;;Laurel;19;"25.6""";Gold die-cast tuners with pearl buttons;Laurel with Compensated Saddle;Synthetic Bone;"2""";;;;No Cutaway;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
322;359.99;Takamine;Steel;6;NEX;Right-handed;Black;Gloss;Solid Spruce;Sapele;Quartersawn X-bracing;Mahogany;;Ovangkol;20;"25.3""";Chrome die-cast;Ovangkol;Synthetic bone;"1.6875""";D'Addario, .012-.053;;;No Cutaway;;"12""";Dot;;;;;;;;;;;;;;;;;;;;;;;;;;
323;369.00;Cordoba;Nylon;6;3/4-size Classical;Right-handed;;Gloss Polyurethane;Canadian Cedar;Mahogany;Fan Bracing;African Mahogany;;Pau Ferro;19;"24.2""";Gold Tuners with Pearl Buttons;Pau Ferro;Bone;"1.889""";Savarez Cristal Corum High Tension 500CJ;;"3.3""-3.4""";No Cutaway;Indian Rosewood;;;"37.4""";;"12.36""";;;;;;;;;;;;;;;;;;;;;;;
324;369.00;Cordoba;Nylon;6;Classical;Right-handed;Natural;Gloss Polyurethane;Solid Spruce;Mahogany;Fan;Mahogany;C;Pau Ferro;19;"25.5""";Cordoba Gold with Pearl buttons;Pau Ferro;Bone/Bone;"2""";Savarez Cristal Corum High Tension 500CJ;;"4"" (lower), 3.75"" (upper)";No Cutaway;Composite;Flat;;"38.75""";"19.25""";"14.6"" (lower bout), 11.4"" (upper bout)";;;;;;;;;;;;;;;;;;;;;;;
325;369.00;Epiphone;Steel;6;Advanced Jumbo;Right-handed;Natural;Gloss;Solid Sitka Spruce;Select Mahogany;Hand Scalloped Bracing;Mahogany;SlimTaper C Profile;Granadillo;20, Medium Jumbo;"25.5""";Premium Die-cast with Kidney Buttons, 14:1 ratio;Granadillo;PVC;"1.6875""";.012-.052;;;Single Cutaway;6-layer Top;"12""";White Dots;;;;Fishman Presys Preamp with Tuner;;;;;;;;;;;;;;;;;;;;;;
326;369.00;Epiphone;Steel;6;Advanced Jumbo;Right-handed;Ebony;Gloss;Solid Sitka Spruce;Select Mahogany;Hand Scalloped Bracing;Mahogany;SlimTaper C;Granadillo;20, Medium Jumbo;"25.5""";Premium Die-cast with Kidney Buttons, 14:1 ratio;Granadillo;PVC/PVC;"1.6875""";.012-.052;;;Single Cutaway;6-layer Top;"12""";White Dots;;;;Yes;;;;;;;;;;;;;;;;;;;;;;
327;369.00;Epiphone;Steel;6;Advanced Jumbo;Right-handed;Vintage Sunburst;Gloss;Solid Sitka Spruce;Select Mahogany;Hand Scalloped Bracing;Mahogany;SlimTaper C Profile;Granadillo;20, Medium Jumbo;"25.5""";Premium Die-cast with Kidney Buttons, 14:1 ratio;Granadillo;PVC;"1.6875""";.012-.052;;;Single Cutaway;6-layer Top;"12""";White Dots;;;;Fishman Presys Preamp with Tuner;;;;;;;;;;;;;;;;;;;;;;
328;379.00;Taylor;Steel;6;3/4 Dreadnought;Right-handed;Natural;Varnish;Tropical American Mahogany;Layered Sapele;X Brace;Tropical American Mahogany;;Ebony;19;"22.75""";Enclosed, Die-Cast Chrome Plated;Ebony;Tusq Nut/Micarta Saddle;"1.6875""";Elixir NANOWEB Light Gauge (.012-.053);Gig Bag;"3.375""";No Cutaway;;;Dots;"33.75""";"15.75""";"12.5""";;;;;;;;;;;;;;;;;;;;;;;
329;379.00;Cordoba;Nylon;6;Spanish Classic;Right-handed;;Gloss Polyurethane;Canadian Cedar;Mahogany;Fan Bracing;Mahogany;;Rosewood;19;"25.6""";Gold Tuners with Pearl Buttons;Indian Rosewood;Bone;"2""";Savarez Cristal Corum in High Tension 500CJ;;"3.7""-3.9""";No Cutaway;Indian Rosewood;;;"39.5""";;"14.75""";;;;;;;;;;;;;;;;;;;;;;;
330;379.00;Taylor;Steel;6;3/4 Dreadnought;Right-handed;Natural;Varnish;Sitka Spruce;Walnut;X-bracing;Tropical Mahogany;;Ebony;19;"22.75""";Die-cast Chrome;Ebony;Tusq/Tusq;"1.6875""";Elixir Phosphor Bronze Lights;Gig Bag;;;;;Dots;;;;;;;;;;;;;;;;;;;;;;;;;;
331;379.00;Taylor;Steel;6;3/4 Dreadnought;Right-handed;Natural;Varnish;Sitka Spruce;Layered Sapele;X Brace;Tropical American Mahogany;;Ebony;19;"22.75""";Enclosed, Die-Cast Chrome Plated;Ebony;Tusq Nut/Micarta Saddle;"1.6875""";Elixir NANOWEB Light Gauge (.012-.053);Gig Bag;"3.375""";No Cutaway;;;Dots;"33.75""";"15.75""";"12.5""";;;;;;;;;;;;;;;;;;;;;;;
332;379.00;Breedlove;Steel;6;Concerto;Right-handed;Natural;Gloss;Solid Sitka Spruce;Mahogany;Scalloped X-bracing;Nato;Slim C;Ovangkol;20, Nickel;"25.3""";Closed Gear Chrome;Ovangkol;Plastic/Plastic;"1.692""";D'Addario, .013-.056;;;;Multi-ply Top;;Dots;;;;;;;;;;;;;;;;;;;;;;;;;;
333;379.00;Washburn;Steel;6;Grand Auditorium;Right-handed;Natural;Gloss;Solid Spruce;Mahogany;Quartersawn Scalloped Spruce;Mahogany;;Ovangkol;20;"25.5""";Die-cast Chrome;Ovangkol;Plastic/Plastic;"1.6875""";D'Addario, .012-.053;;;;;;Dots;;;;Barcus-Berry EQ4T with built-in tuner;;;;;;;;;;;;;;;;;;;;;;
334;379.00;Taylor;Steel;6;3/4 Dreadnought;Left-handed;Natural;Varnish;Tropical Mahogany;Sapele;X-bracing;Mahogany;Baby Taylor;West African Ebony;19;"22.75""";Taylor;West African Ebony;NuBone/Micarta;"1.6875""";Elixir, .012-.053;Gig Bag;;;;"15""";Dots;;;;;;;;;;;;;;;;;;;;;;;;;;
335;379.99;Yamaha;Steel;6;Dreadnought;Left-handed;Natural;Gloss;Solid Spruce;Mahogany;X-bracing;Nato;Standard;Rosewood;20;"25.56""";Die-cast;Rosewood;Urea/Urea;"1.6875""";D'Addario, .012-.053;;;;Cream;"15.75""";Dots;;;;;;;;;;;;;;;;;;;;;;;;;;
336;379.99;Yamaha;Steel;6;Medium Jumbo;Right-handed;Old Violin Sunburst;Gloss;Spruce;Tonewood;;Nato;;Rosewood;20;"25""";Die-cast Chrome;Rosewood;Urea/Urea;"1.6875""";.012-.053;;;;;"15.75""";Dots;;;;System 65A Preamp with Piezo Pickup, Built-in Tuner;;;;;;;;;;;;;;;;;;;;;;
337;379.99;Yamaha;Steel;6;Medium Jumbo;Right-handed;Vintage Tint;Gloss;Spruce;Tonewood;;Nato;;Rosewood;20;"25""";Die-cast Chrome;Rosewood;Urea/Urea;"1.6875""";.012-.053;;;;;"15.75""";Dots;;;;System 65A Preamp with Piezo Pickup, Built-in Tuner;;;;;;;;;;;;;;;;;;;;;;
338;379.99;Yamaha;Steel;6;Medium Jumbo;Right-handed;Black;Gloss;Spruce;Tonewood;;Nato;;Rosewood;20;"25""";Die-cast Chrome;Rosewood;Urea/Urea;"1.6875""";.012-.053;;;;;"15.75""";Dots;;;;System 65A Preamp with Piezo Pickup, Built-in Tuner;;;;;;;;;;;;;;;;;;;;;;
339;389.00;Cordoba;Nylon;6;Classical Cutaway;Right-handed;Edgeburst;Satin Polyurethane;Solid Mahogany;Mahogany;Fan;Mahogany;C;Pau Ferro;19;"25.5""";Cordoba Gold with Pearl Buttons;Pau Ferro;Bone/Bone;"2""";Savarez Cristal Corum High Tension 500CJ;;"4.0"" lower, 3.75"" upper";;Maple;Flat;;"39.25""";"19.25""";"14.62"" lower bout, 11.25"" upper bout";Fishman Sonitone Classical;;;;;;;;;;;;;;;;;;;;;;
340;399.00;Martin;Steel;6;Modified 0-14 Fret;Right-handed;Natural;Hand Rubbed;Solid Sitka Spruce;Mahogany Pattern HPL Textured Finish;Modified X Series X, Crowned Cross Brace;Rust Stratabond;Modified Low Oval;Richlite;20 (total), 14 (clear);"23""";Chrome with Small Buttons;Richlite;"White Corian/16"" Radius Compensated White TUSQ";"1.6875""";Lifespan 2.0 92/8 Phosphor Bronze, .013-.056;Gig Bag;"3""";No Cutaway;;;;"34""";"15""";"12""";;;;;;;;;;;;;;;;;;;;;;;
341;399.00;Guild;Steel;6;Bob Marley A-20 Dreadnought;Right-handed;Natural;Satin;Sitka Spruce;Mahogany;Scalloped X-bracing;Mahogany;C;Pau Ferro;20;"25.5""";16:1 ratio with Oval Nickel buttons;Pau Ferro;Bone/Bone;"1.75""";D'Addario, .012-.053;Gig Bag;;;Black ABS;"16""";"Pearloid Dots with ""Marley"" at 12th fret";;;;;;;;;;;;;;;;;;;;;;;;;;
342;399.00;Epiphone;Steel;6;Compact Jumbo Thinline;Right-handed;Natural;Gloss Polyurethane;Select Spruce;Select Mahogany;Scalloped X-bracing;Mahogany;Slim Taper;Rosewood;20;"25.5""";Die-cast Gold;Rosewood;Plastic;"1.68""";.012-.053;;"3.5""";Florentine Cutaway;Binding on body and neck;;Split Diamonds;"41.5""";"19.5""";"15.8""";Fishman Presys Preamp;;;;;;;;;;;;;;;;;;;;;;
343;399.00;Breedlove;Steel;6;Concertina;Right-handed;Natural;Satin;Solid Western Red Cedar;African Mahogany;Scalloped X-bracing;African Mahogany;Slim C;Ovangkol;18;"25""";Chrome Closed Gear;Ovangkol;PPS/Plastic;"1.69""";D'Addario, .012-.053;;;;Black;"16""";Dots;;;;;;;;;;;;;;;;;;;;;;;;;;
344;399.00;Breedlove;Steel;6;Concert;Right-handed;Natural;Satin;Solid African Mahogany;Ovangkol;Scalloped X-bracing;African Mahogany;Slim C;Ovangkol;20;"25.5""";Chrome Closed Gear;Ovangkol;PPS/Plastic;"1.69""";D'Addario, .012-.053;;;;Black;"16""";Dots;;;;;;;;;;;;;;;;;;;;;;;;;;
345;399.00;Luna;Nylon;6;Art Vintage;Right-handed;Distressed Brown Burst;Satin;Select Spruce;Mahogany;;Mahogany;C;Pau Ferro;18, Jumbo Nickel;"25.6""";Open Gear;Pau Ferro;Bone/Bone;"1.889""";D'Addario;;;;Single-ply Cream;Flat;Pearloid Moon Phase;;;;Fishman Clasica II;;;;;;;;;;;;;;;;;;;;;;
346;399.00;Breedlove;Steel;6;Concert;Right-handed;Natural;Satin;Solid Sitka Spruce;African Mahogany;Scalloped X-bracing;African Mahogany;Slim C;Ovangkol;20;"25.5""";Chrome Closed Gear;Ovangkol;PPS/Plastic;"1.69""";D'Addario, .012-.053;;;;Black;"16""";Dots;;;;;;;;;;;;;;;;;;;;;;;;;;
347;399.00;Breedlove;Steel;6;Companion;Right-handed;Natural;Gloss;Solid Western Red Cedar;African Mahogany;Scalloped X-bracing;African Mahogany;Slim C;Ovangkol;19;"23.5""";Chrome Closed Gear;Ovangkol;PPS/Plastic;"1.69""";D'Addario, .012-.053;;;;Black;"16""";Dots;;;;;;;;;;;;;;;;;;;;;;;;;;
348;399.00;Breedlove;Steel;6;Concert;Left-handed;Natural;Satin;Solid Sitka Spruce;African Mahogany;Scalloped X-bracing;African Mahogany;Slim C;Ovangkol;20;"25.5""";Chrome Closed Gear;Ovangkol;PPS/Plastic;"1.69""";D'Addario, .012-.053;;;;Black;"16""";Dots;;;;;;;;;;;;;;;;;;;;;;;;;;
349;399.00;Luna;Steel;6;Dreadnought;Right-handed;Distressed Vintage Brownburst;Satin;Solid Spruce;Mahogany;;Mahogany;C;Pau Ferro;20;"25.5""";Open Gear;Pau Ferro;Bone/Bone;"1.6875""";D'Addario, .012-.053;;;;Cream Multi-ply;"15""";Pearl Moon Phases;;;;Fishman Presys II;;;;;;;;;;;;;;;;;;;;;;
350;399.00;Breedlove;Steel;6;Concerto;Right-handed;Natural;Satin;Solid Sitka Spruce;African Mahogany;Scalloped X-bracing;African Mahogany;Slim C;Ovangkol;20;"25.5""";Chrome Closed Gear;Ovangkol;PPS/Plastic;"1.69""";D'Addario, .013-.056;;;;Black;"16""";Dots;;;;;;;;;;;;;;;;;;;;;;;;;;
351;399.99;Ibanez;Steel;6;AEWC;Right-handed;Indigo Sunset Fade;Satin Polyurethane;Flamed Maple;Sapele;;Nyatoh;AEWC;Walnut;20;"25""";Black Die-cast machine heads with Half-moon Knobs;Walnut;Plastic/Plastic;"1.693""";Ibanez IACS6S, .012-.053;;"2.75""";;;"15.7""";Off-set White Dots;"40.15""";"19.29""";"14.96""";Ibanez AEQ20TF with Fishman Sonicore Pickup;;;;;;;;;;;;;;;;;;;;;;
352;399.99;Ibanez;Steel;6;AEWC;Right-handed;Red Sunset Fade;Satin Polyurethane;Flamed Maple;Sapele;;Nyatoh;AEWC;Walnut;20;"25""";Black Die-cast machine heads with Half-moon Knobs;Walnut;Plastic/Plastic;"1.693""";Ibanez, .012-.053;;"2.75""";;;"15.7""";Off-set White Dots;"40.15""";"19.29""";"14.96""";Ibanez AEQ20TF with Fishman Sonicore Pickup;;;;;;;;;;;;;;;;;;;;;;
353;399.99;Yamaha;Nylon;6;Classical;Right-handed;;Gloss;Solid Engelmann Spruce;Cypress;;Nato;Flamenco;Rosewood;18;"25.6""";Classical Style;Rosewood;;"2.0625""";Savarez D'angelico Light Tension;;"3.7""-3.94""";No Cutaway;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;
354;399.99;Gretsch;Steel;6;Dreadnought;Right-handed;Sunburst;Gloss Polyester;Solid Spruce;Laminated Mahogany;Scalloped X-bracing;Mahogany;;Rosewood;21, Vintage-Style;"25""";Deluxe Die-Cast;Rosewood;Compensated Synthetic Bone;"1.6875""";D'Addario, .012-.053;;;No Cutaway;White;"15.75""";White Pearloid Neo-Classic Thumbnails;;;;Fishman Sonicore Pickup and Isys + Preamp System;;;;;;;;;;;;;;;;;;;;;;
355;399.99;Journey Instruments;Steel;6;00 Travel;Right-handed;Natural;Satin;Solid Sitka Spruce;African Mahogany;Forward-shifted Tapered X-bracing;Solid African Mahogany;C;Ovangkol;16, Medium;"23""";Journey Chrome, 14:1 ratio;Ovangkol;Bone/Bone;"1.681""";Elixir, .012-.053;Softshell Case;;;Mahogany;"16""";Mother-of-Pearl Dots;;;;;;;;;;;;;;;;;;;;;;;;;;
356;399.99;Ibanez;Steel;6;AEG;Right-handed;Vintage Violin;High Gloss Polyurethane;Flamed Maple;Sapele;;Nyatoh;Comfort Grip;Walnut;20;"24.9""";Chrome Die-cast;Walnut;Plastic/Plastic;"1.692""";Ibanez, .012-.053;;;;;"15.7""";White Dots;;;;Ibanez AEQ-TTS preamp with tuner;;;;;;;;;;;;;;;;;;;;;;
357;399.99;Ibanez;Steel;6;AEWC;Right-handed;Purple Sunset Fade;High Gloss Polyurethane;Flamed Maple;Sapele;;Nyatoh;Comfort Grip;Walnut;20;"24.9""";Die-cast tuners with Black buttons;Walnut;Plastic/Plastic;"1.692""";Ibanez, .012-.053;;;;;"15.7""";Off-set White Dots;;;;Ibanez. AEQ210TF preamp with tuner;;;;;;;;;;;;;;;;;;;;;;
